"ST","conference","D1School","Seed","Region"
"2009_1277","big_ten",1,2,"Midwest"
"2009_1278","big_ten",1,10,"East"
"2009_1279","sec",1,NA,NA
"2009_1280","sec",1,13,"West"
"2009_1281","big_twelve",1,3,"West"
"2009_1282","summit",1,NA,NA
"2009_1283","mvc",1,NA,NA
"2009_1284","nec",1,NA,NA
"2009_1285","big_sky",1,NA,NA
"2009_1286","big_sky",1,NA,NA
"2009_1287","ovc",1,16,"Midwest"
"2009_1288","meac",1,15,"South"
"2009_1290","swac",1,NA,NA
"2009_1291","nec",1,NA,NA
"2009_1292","sun_belt",1,NA,NA
"2009_1293","ovc",1,NA,NA
"2009_1294","big_sky",1,NA,NA
"2009_1295","summit",1,14,"Midwest"
"2009_1296","mac",1,NA,NA
"2009_1298","patriot",1,NA,NA
"2009_1299","meac",1,NA,NA
"2009_1300","ind",0,NA,NA
"2009_1301","acc",1,NA,NA
"2009_1304","big_twelve",1,NA,NA
"2009_1305","wac",1,NA,NA
"2009_1306","aec",1,NA,NA
"2009_1307","mwc",1,NA,NA
"2009_1308","wac",1,NA,NA
"2009_1309","sun_belt",1,NA,NA
"2009_1310","maac",1,NA,NA
"2009_1311","southland",1,NA,NA
"2009_1312","ind",0,NA,NA
"2009_1313","meac",1,NA,NA
"2009_1314","acc",1,1,"South"
"2009_1315","ind",0,NA,NA
"2009_1316","a_sun",1,NA,NA
"2009_1317","sun_belt",1,NA,NA
"2009_1318","caa",1,NA,NA
"2009_1319","big_sky",1,NA,NA
"2009_1320","mvc",1,12,"West"
"2009_1321","big_ten",1,NA,NA
"2009_1322","southland",1,NA,NA
"2009_1323","big_east",1,NA,NA
"2009_1324","summit",1,NA,NA
"2009_1325","mac",1,NA,NA
"2009_1326","big_ten",1,8,"Midwest"
"2009_1328","big_twelve",1,2,"South"
"2009_1329","big_twelve",1,8,"East"
"2009_1330","caa",1,NA,NA
"2009_1331","summit",1,NA,NA
"2009_1332","pac_ten",1,NA,NA
"2009_1333","pac_ten",1,NA,NA
"2009_1334","big_west",1,NA,NA
"2009_1335","ivy",1,NA,NA
"2009_1336","big_ten",1,NA,NA
"2009_1337","wcc",1,NA,NA
"2009_1338","big_east",1,1,"East"
"2009_1339","wcc",1,NA,NA
"2009_1340","big_sky",1,13,"East"
"2009_1341","swac",1,NA,NA
"2009_1342","big_south",1,NA,NA
"2009_1343","ivy",1,NA,NA
"2009_1344","big_east",1,NA,NA
"2009_1345","big_ten",1,5,"West"
"2009_1346","nec",1,NA,NA
"2009_1347","big_south",1,16,"South"
"2009_1348","a_ten",1,NA,NA
"2009_1349","cusa",1,NA,NA
"2009_1350","a_ten",1,NA,NA
"2009_1351","maac",1,NA,NA
"2009_1352","nec",1,15,"Midwest"
"2009_1353","big_east",1,NA,NA
"2009_1354","meac",1,NA,NA
"2009_1355","summit",0,NA,NA
"2009_1356","mvc",1,NA,NA
"2009_1357","nec",1,NA,NA
"2009_1358","southland",1,NA,NA
"2009_1359","southern",1,NA,NA
"2009_1360","wcc",1,NA,NA
"2009_1361","mwc",1,NA,NA
"2009_1362","wcc",1,NA,NA
"2009_1363","wac",1,NA,NA
"2009_1364","big_west",1,NA,NA
"2009_1365","wcc",1,NA,NA
"2009_1366","ind",1,NA,NA
"2009_1367","a_sun",1,NA,NA
"2009_1368","southland",1,NA,NA
"2009_1369","ovc",1,NA,NA
"2009_1370","ind",0,NA,NA
"2009_1371","big_east",1,NA,NA
"2009_1372","southland",1,14,"South"
"2009_1373","maac",1,9,"Midwest"
"2009_1374","cusa",1,NA,NA
"2009_1375","sun_belt",1,NA,NA
"2009_1376","sec",1,NA,NA
"2009_1377","ind",0,NA,NA
"2009_1378","big_east",1,NA,NA
"2009_1379","cusa",1,NA,NA
"2009_1380","swac",1,NA,NA
"2009_1381","summit",1,NA,NA
"2009_1382","a_ten",1,NA,NA
"2009_1383","nec",1,NA,NA
"2009_1384","nec",1,NA,NA
"2009_1385","big_east",1,NA,NA
"2009_1386","a_ten",1,NA,NA
"2009_1387","a_ten",1,NA,NA
"2009_1388","wcc",1,NA,NA
"2009_1389","maac",1,NA,NA
"2009_1390","pac_ten",1,NA,NA
"2009_1391","a_sun",1,NA,NA
"2009_1392","aec",1,NA,NA
"2009_1393","big_east",1,3,"South"
"2009_1394","southland",1,NA,NA
"2009_1395","mwc",1,NA,NA
"2009_1396","a_ten",1,11,"South"
"2009_1397","sec",1,9,"East"
"2009_1398","ovc",1,NA,NA
"2009_1399","ovc",1,NA,NA
"2009_1400","big_twelve",1,7,"East"
"2009_1401","big_twelve",1,9,"West"
"2009_1402","southland",1,NA,NA
"2009_1403","big_twelve",1,NA,NA
"2009_1404","ovc",1,NA,NA
"2009_1405","mac",1,NA,NA
"2009_1406","caa",1,NA,NA
"2009_1407","sun_belt",1,NA,NA
"2009_1408","cusa",1,NA,NA
"2009_1409","cusa",1,NA,NA
"2009_1410","ind",1,NA,NA
"2009_1411","swac",1,NA,NA
"2009_1412","cusa",1,NA,NA
"2009_1413","big_west",1,NA,NA
"2009_1414","big_west",1,NA,NA
"2009_1415","big_west",1,NA,NA
"2009_1416","cusa",1,NA,NA
"2009_1417","pac_ten",1,6,"East"
"2009_1418","sun_belt",1,NA,NA
"2009_1419","sun_belt",1,NA,NA
"2009_1420","aec",1,NA,NA
"2009_1421","big_south",1,NA,NA
"2009_1422","southern",1,NA,NA
"2009_1423","caa",1,NA,NA
"2009_1424","mwc",1,NA,NA
"2009_1425","pac_ten",1,10,"Midwest"
"2009_1426","southland",1,NA,NA
"2009_1427","southland",1,NA,NA
"2009_1428","mwc",1,5,"Midwest"
"2009_1429","wac",1,11,"West"
"2009_1430","ind",0,NA,NA
"2009_1431","cusa",1,NA,NA
"2009_1433","caa",1,11,"East"
"2009_1434","horizon",1,NA,NA
"2009_1435","sec",1,NA,NA
"2009_1436","aec",1,NA,NA
"2009_1437","big_east",1,3,"East"
"2009_1438","acc",1,NA,NA
"2009_1439","acc",1,NA,NA
"2009_1440","big_south",1,NA,NA
"2009_1441","southern",1,NA,NA
"2009_1442","summit",1,NA,NA
"2009_1443","sun_belt",1,12,"South"
"2009_1444","mac",1,NA,NA
"2009_1445","meac",1,NA,NA
"2009_1447","nec",1,NA,NA
"2009_1448","acc",1,4,"Midwest"
"2009_1449","pac_ten",1,4,"West"
"2009_1450","pac_ten",1,NA,NA
"2009_1451","big_sky",1,NA,NA
"2009_1452","big_east",1,6,"Midwest"
"2009_1453","horizon",1,NA,NA
"2009_1454","horizon",1,NA,NA
"2009_1455","mvc",1,NA,NA
"2009_1456","caa",1,NA,NA
"2009_1457","big_south",1,NA,NA
"2009_1458","big_ten",1,12,"East"
"2009_1459","southern",1,NA,NA
"2009_1460","horizon",1,NA,NA
"2009_1461","mwc",1,NA,NA
"2009_1462","a_ten",1,4,"East"
"2009_1463","ivy",1,NA,NA
"2009_1464","horizon",1,NA,NA
"2010_1102","mwc",1,NA,NA
"2010_1103","mac",1,NA,NA
"2010_1104","sec",1,NA,NA
"2010_1105","swac",1,NA,NA
"2010_1106","swac",1,NA,NA
"2010_1107","aec",1,NA,NA
"2010_1108","swac",1,NA,NA
"2010_1110","patriot",1,NA,NA
"2010_1111","southern",1,NA,NA
"2010_1112","pac_ten",1,NA,NA
"2010_1113","pac_ten",1,NA,NA
"2010_1114","sun_belt",1,NA,NA
"2010_1115","swac",1,16,"South"
"2010_1116","sec",1,NA,NA
"2010_1117","sun_belt",1,NA,NA
"2010_1119","patriot",1,NA,NA
"2010_1120","sec",1,NA,NA
"2010_1122","ovc",1,NA,NA
"2010_1123","mac",1,NA,NA
"2010_1124","big_twelve",1,3,"South"
"2010_1125","a_sun",1,NA,NA
"2010_1126","meac",1,NA,NA
"2010_1127","aec",1,NA,NA
"2010_1129","wac",1,NA,NA
"2010_1130","acc",1,NA,NA
"2010_1131","aec",1,NA,NA
"2010_1132","mac",1,NA,NA
"2010_1133","mvc",1,NA,NA
"2010_1135","ivy",1,NA,NA
"2010_1136","nec",1,NA,NA
"2010_1137","patriot",1,NA,NA
"2010_1138","mac",1,NA,NA
"2010_1139","horizon",1,5,"West"
"2010_1140","mwc",1,7,"West"
"2010_1141","mac",1,NA,NA
"2010_1142","big_west",1,NA,NA
"2010_1143","pac_ten",1,8,"South"
"2010_1144","a_sun",1,NA,NA
"2010_1145","maac",1,NA,NA
"2010_1146","southland",0,NA,NA
"2010_1147","summit",1,NA,NA
"2010_1148","nec",1,NA,NA
"2010_1149","big_south",1,NA,NA
"2010_1150","a_ten",1,NA,NA
"2010_1151","southern",1,NA,NA
"2010_1152","gwc",1,NA,NA
"2010_1153","big_east",1,NA,NA
"2010_1154","southern",1,NA,NA
"2010_1155","acc",1,7,"East"
"2010_1156","horizon",1,NA,NA
"2010_1157","big_south",1,NA,NA
"2010_1158","southern",1,NA,NA
"2010_1159","patriot",1,NA,NA
"2010_1160","big_twelve",1,NA,NA
"2010_1161","mwc",1,NA,NA
"2010_1162","ivy",1,NA,NA
"2010_1163","big_east",1,NA,NA
"2010_1164","meac",1,NA,NA
"2010_1165","ivy",1,12,"East"
"2010_1166","mvc",1,NA,NA
"2010_1167","ind",0,NA,NA
"2010_1168","big_west",1,NA,NA
"2010_1169","big_west",1,NA,NA
"2010_1170","big_sky",1,NA,NA
"2010_1171","ivy",1,NA,NA
"2010_1172","southern",1,NA,NA
"2010_1173","a_ten",1,NA,NA
"2010_1174","caa",1,NA,NA
"2010_1175","meac",1,NA,NA
"2010_1176","sun_belt",1,NA,NA
"2010_1177","big_east",1,NA,NA
"2010_1178","horizon",1,NA,NA
"2010_1179","mvc",1,NA,NA
"2010_1180","caa",1,NA,NA
"2010_1181","acc",1,1,"South"
"2010_1182","a_ten",1,NA,NA
"2010_1183","ovc",1,NA,NA
"2010_1184","ovc",1,NA,NA
"2010_1185","mac",1,NA,NA
"2010_1186","big_sky",1,NA,NA
"2010_1187","cusa",1,NA,NA
"2010_1188","ind",0,NA,NA
"2010_1189","southern",1,NA,NA
"2010_1190","a_sun",1,16,"East"
"2010_1191","mvc",1,NA,NA
"2010_1192","nec",1,NA,NA
"2010_1193","maac",1,NA,NA
"2010_1194","sun_belt",1,NA,NA
"2010_1195","a_sun",0,NA,NA
"2010_1196","sec",1,10,"West"
"2010_1197","meac",1,NA,NA
"2010_1198","sun_belt",1,NA,NA
"2010_1199","acc",1,9,"West"
"2010_1200","a_ten",1,NA,NA
"2010_1201","wac",1,NA,NA
"2010_1202","southern",1,NA,NA
"2010_1203","a_ten",1,NA,NA
"2010_1204","southern",1,NA,NA
"2010_1205","big_south",1,NA,NA
"2010_1206","caa",1,NA,NA
"2010_1207","big_east",1,3,"Midwest"
"2010_1208","sec",1,NA,NA
"2010_1209","caa",1,NA,NA
"2010_1210","acc",1,10,"Midwest"
"2010_1211","wcc",1,8,"West"
"2010_1212","swac",1,NA,NA
"2010_1214","meac",1,NA,NA
"2010_1216","aec",1,NA,NA
"2010_1217","ivy",1,NA,NA
"2010_1218","wac",1,NA,NA
"2010_1219","big_south",1,NA,NA
"2010_1220","caa",1,NA,NA
"2010_1221","patriot",1,NA,NA
"2010_1222","cusa",1,13,"Midwest"
"2010_1223","gwc",0,NA,NA
"2010_1224","meac",1,NA,NA
"2010_1225","wac",1,NA,NA
"2010_1226","big_sky",1,NA,NA
"2010_1227","horizon",1,NA,NA
"2010_1228","big_ten",1,NA,NA
"2010_1229","mvc",1,NA,NA
"2010_1231","big_ten",1,NA,NA
"2010_1232","mvc",1,NA,NA
"2010_1233","maac",1,NA,NA
"2010_1234","big_ten",1,NA,NA
"2010_1235","big_twelve",1,NA,NA
"2010_1236","summit",1,NA,NA
"2010_1237","summit",1,NA,NA
"2010_1238","swac",1,NA,NA
"2010_1239","a_sun",1,NA,NA
"2010_1240","ovc",1,NA,NA
"2010_1241","caa",1,NA,NA
"2010_1242","big_twelve",1,1,"Midwest"
"2010_1243","big_twelve",1,2,"West"
"2010_1244","a_sun",1,NA,NA
"2010_1245","mac",1,NA,NA
"2010_1246","sec",1,1,"East"
"2010_1247","a_ten",1,NA,NA
"2010_1248","patriot",1,NA,NA
"2010_1249","southland",1,NA,NA
"2010_1250","patriot",1,16,"Midwest"
"2010_1251","big_south",1,NA,NA
"2010_1252","a_sun",1,NA,NA
"2010_1253","big_west",1,NA,NA
"2010_1254","nec",1,NA,NA
"2010_1255","ind",1,NA,NA
"2010_1256","wac",1,NA,NA
"2010_1257","big_east",1,9,"South"
"2010_1258","wcc",1,NA,NA
"2010_1259","maac",1,NA,NA
"2010_1260","horizon",1,NA,NA
"2010_1261","sec",1,NA,NA
"2010_1263","aec",1,NA,NA
"2010_1264","maac",1,NA,NA
"2010_1265","maac",1,NA,NA
"2010_1266","big_east",1,6,"East"
"2010_1267","cusa",1,NA,NA
"2010_1268","acc",1,4,"Midwest"
"2010_1269","a_ten",1,NA,NA
"2010_1270","southland",1,NA,NA
"2010_1271","meac",1,NA,NA
"2010_1272","cusa",1,NA,NA
"2010_1273","a_sun",1,NA,NA
"2010_1274","acc",1,NA,NA
"2010_1275","mac",1,NA,NA
"2010_1276","big_ten",1,NA,NA
"2010_1277","big_ten",1,5,"Midwest"
"2010_1278","big_ten",1,11,"West"
"2010_1279","sec",1,NA,NA
"2010_1280","sec",1,NA,NA
"2010_1281","big_twelve",1,10,"East"
"2010_1282","summit",1,NA,NA
"2010_1283","mvc",1,NA,NA
"2010_1284","nec",1,NA,NA
"2010_1285","big_sky",1,14,"East"
"2010_1286","big_sky",1,NA,NA
"2010_1287","ovc",1,NA,NA
"2010_1288","meac",1,15,"East"
"2010_1290","swac",1,NA,NA
"2010_1291","nec",1,NA,NA
"2010_1292","sun_belt",1,NA,NA
"2010_1293","ovc",1,13,"West"
"2010_1294","big_sky",1,NA,NA
"2010_1295","summit",1,NA,NA
"2010_1296","mac",1,NA,NA
"2010_1298","patriot",1,NA,NA
"2010_1299","meac",1,NA,NA
"2010_1300","ind",0,NA,NA
"2010_1301","acc",1,NA,NA
"2010_1304","big_twelve",1,NA,NA
"2010_1305","wac",1,NA,NA
"2010_1306","aec",1,NA,NA
"2010_1307","mwc",1,3,"East"
"2010_1308","wac",1,12,"Midwest"
"2010_1309","sun_belt",1,NA,NA
"2010_1310","maac",1,NA,NA
"2010_1311","southland",1,NA,NA
"2010_1312","gwc",1,NA,NA
"2010_1313","meac",1,NA,NA
"2010_1314","acc",1,NA,NA
"2010_1315","gwc",0,NA,NA
"2010_1316","a_sun",1,NA,NA
"2010_1317","sun_belt",1,15,"West"
"2010_1318","caa",1,NA,NA
"2010_1319","big_sky",1,NA,NA
"2010_1320","mvc",1,9,"Midwest"
"2010_1321","big_ten",1,NA,NA
"2010_1322","southland",1,NA,NA
"2010_1323","big_east",1,6,"South"
"2010_1324","summit",1,14,"West"
"2010_1325","mac",1,14,"Midwest"
"2010_1326","big_ten",1,2,"Midwest"
"2010_1328","big_twelve",1,NA,NA
"2010_1329","big_twelve",1,7,"Midwest"
"2010_1330","caa",1,11,"South"
"2010_1331","summit",1,NA,NA
"2010_1332","pac_ten",1,NA,NA
"2010_1333","pac_ten",1,NA,NA
"2010_1334","big_west",1,NA,NA
"2010_1335","ivy",1,NA,NA
"2010_1336","big_ten",1,NA,NA
"2010_1337","wcc",1,NA,NA
"2010_1338","big_east",1,3,"West"
"2010_1339","wcc",1,NA,NA
"2010_1340","big_sky",1,NA,NA
"2010_1341","swac",1,NA,NA
"2010_1342","big_south",1,NA,NA
"2010_1343","ivy",1,NA,NA
"2010_1344","big_east",1,NA,NA
"2010_1345","big_ten",1,4,"South"
"2010_1346","nec",1,NA,NA
"2010_1347","big_south",1,NA,NA
"2010_1348","a_ten",1,NA,NA
"2010_1349","cusa",1,NA,NA
"2010_1350","a_ten",1,7,"South"
"2010_1351","maac",1,NA,NA
"2010_1352","nec",1,15,"South"
"2010_1353","big_east",1,NA,NA
"2010_1354","meac",1,NA,NA
"2010_1355","summit",1,NA,NA
"2010_1356","mvc",1,NA,NA
"2010_1357","nec",1,NA,NA
"2010_1358","southland",1,14,"South"
"2010_1359","southern",1,NA,NA
"2010_1360","wcc",1,NA,NA
"2010_1361","mwc",1,11,"Midwest"
"2010_1362","wcc",1,NA,NA
"2010_1363","wac",1,NA,NA
"2010_1364","big_west",1,15,"Midwest"
"2010_1365","wcc",1,NA,NA
"2010_1366","ind",1,NA,NA
"2010_1367","a_sun",1,NA,NA
"2010_1368","southland",1,NA,NA
"2010_1369","ovc",1,NA,NA
"2010_1370","ind",1,NA,NA
"2010_1371","big_east",1,NA,NA
"2010_1372","southland",1,NA,NA
"2010_1373","maac",1,13,"South"
"2010_1374","cusa",1,NA,NA
"2010_1375","sun_belt",1,NA,NA
"2010_1376","sec",1,NA,NA
"2010_1377","gwc",0,NA,NA
"2010_1378","big_east",1,NA,NA
"2010_1379","cusa",1,NA,NA
"2010_1380","swac",1,NA,NA
"2010_1381","summit",1,NA,NA
"2010_1382","a_ten",1,NA,NA
"2010_1383","nec",1,NA,NA
"2010_1384","nec",1,NA,NA
"2010_1385","big_east",1,NA,NA
"2010_1386","a_ten",1,NA,NA
"2010_1387","a_ten",1,NA,NA
"2010_1388","wcc",1,10,"South"
"2010_1389","maac",1,NA,NA
"2010_1390","pac_ten",1,NA,NA
"2010_1391","a_sun",1,NA,NA
"2010_1392","aec",1,NA,NA
"2010_1393","big_east",1,1,"West"
"2010_1394","southland",1,NA,NA
"2010_1395","mwc",1,NA,NA
"2010_1396","a_ten",1,5,"East"
"2010_1397","sec",1,6,"Midwest"
"2010_1398","ovc",1,NA,NA
"2010_1399","ovc",1,NA,NA
"2010_1400","big_twelve",1,8,"East"
"2010_1401","big_twelve",1,5,"South"
"2010_1402","southland",1,NA,NA
"2010_1403","big_twelve",1,NA,NA
"2010_1404","ovc",1,NA,NA
"2010_1405","mac",1,NA,NA
"2010_1406","caa",1,NA,NA
"2010_1407","sun_belt",1,NA,NA
"2010_1408","cusa",1,NA,NA
"2010_1409","cusa",1,NA,NA
"2010_1410","gwc",1,NA,NA
"2010_1411","swac",1,NA,NA
"2010_1412","cusa",1,NA,NA
"2010_1413","big_west",1,NA,NA
"2010_1414","big_west",1,NA,NA
"2010_1415","big_west",1,NA,NA
"2010_1416","cusa",1,NA,NA
"2010_1417","pac_ten",1,NA,NA
"2010_1418","sun_belt",1,NA,NA
"2010_1419","sun_belt",1,NA,NA
"2010_1420","aec",1,NA,NA
"2010_1421","big_south",1,NA,NA
"2010_1422","southern",1,NA,NA
"2010_1423","caa",1,NA,NA
"2010_1424","mwc",1,8,"Midwest"
"2010_1425","pac_ten",1,NA,NA
"2010_1426","southland",1,NA,NA
"2010_1427","southland",1,NA,NA
"2010_1428","mwc",1,NA,NA
"2010_1429","wac",1,12,"South"
"2010_1430","gwc",1,NA,NA
"2010_1431","cusa",1,12,"West"
"2010_1433","caa",1,NA,NA
"2010_1434","horizon",1,NA,NA
"2010_1435","sec",1,4,"West"
"2010_1436","aec",1,16,"West"
"2010_1437","big_east",1,2,"South"
"2010_1438","acc",1,NA,NA
"2010_1439","acc",1,NA,NA
"2010_1440","big_south",1,NA,NA
"2010_1441","southern",1,NA,NA
"2010_1442","summit",1,NA,NA
"2010_1443","sun_belt",1,NA,NA
"2010_1444","mac",1,NA,NA
"2010_1445","meac",1,NA,NA
"2010_1447","nec",1,NA,NA
"2010_1448","acc",1,9,"East"
"2010_1449","pac_ten",1,11,"East"
"2010_1450","pac_ten",1,NA,NA
"2010_1451","big_sky",1,NA,NA
"2010_1452","big_east",1,2,"East"
"2010_1453","horizon",1,NA,NA
"2010_1454","horizon",1,NA,NA
"2010_1455","mvc",1,NA,NA
"2010_1456","caa",1,NA,NA
"2010_1457","big_south",1,16,"South"
"2010_1458","big_ten",1,4,"East"
"2010_1459","southern",1,13,"East"
"2010_1460","horizon",1,NA,NA
"2010_1461","mwc",1,NA,NA
"2010_1462","a_ten",1,6,"West"
"2010_1463","ivy",1,NA,NA
"2010_1464","horizon",1,NA,NA
"2011_1102","mwc",1,NA,NA
"2011_1103","mac",1,15,"Southwest"
"2011_1104","sec",1,NA,NA
"2011_1105","swac",1,NA,NA
"2011_1106","swac",1,16,"East"
"2011_1107","aec",1,NA,NA
"2011_1108","swac",1,NA,NA
"2011_1110","patriot",1,NA,NA
"2011_1111","southern",1,NA,NA
"2011_1112","pac_ten",1,5,"West"
"2011_1113","pac_ten",1,NA,NA
"2011_1114","sun_belt",1,16,"Southeast"
"2011_1115","swac",1,NA,NA
"2011_1116","sec",1,NA,NA
"2011_1117","sun_belt",1,NA,NA
"2011_1119","patriot",1,NA,NA
"2011_1120","sec",1,NA,NA
"2011_1122","ovc",1,NA,NA
"2011_1123","mac",1,NA,NA
"2011_1124","big_twelve",1,NA,NA
"2011_1125","a_sun",1,13,"Southeast"
"2011_1126","meac",1,NA,NA
"2011_1127","aec",1,NA,NA
"2011_1129","wac",1,NA,NA
"2011_1130","acc",1,NA,NA
"2011_1131","aec",1,16,"Southwest"
"2011_1132","mac",1,NA,NA
"2011_1133","mvc",1,NA,NA
"2011_1135","ivy",1,NA,NA
"2011_1136","nec",1,NA,NA
"2011_1137","patriot",1,14,"West"
"2011_1138","mac",1,NA,NA
"2011_1139","horizon",1,8,"Southeast"
"2011_1140","mwc",1,3,"Southeast"
"2011_1141","mac",1,NA,NA
"2011_1142","big_west",1,NA,NA
"2011_1143","pac_ten",1,NA,NA
"2011_1144","a_sun",1,NA,NA
"2011_1145","maac",1,NA,NA
"2011_1146","southland",1,NA,NA
"2011_1147","summit",1,NA,NA
"2011_1148","nec",1,NA,NA
"2011_1149","big_south",1,NA,NA
"2011_1150","a_ten",1,NA,NA
"2011_1151","southern",1,NA,NA
"2011_1152","gwc",1,NA,NA
"2011_1153","big_east",1,6,"West"
"2011_1154","southern",1,NA,NA
"2011_1155","acc",1,12,"East"
"2011_1156","horizon",1,NA,NA
"2011_1157","big_south",1,NA,NA
"2011_1158","southern",1,NA,NA
"2011_1159","patriot",1,NA,NA
"2011_1160","big_twelve",1,NA,NA
"2011_1161","mwc",1,NA,NA
"2011_1162","ivy",1,NA,NA
"2011_1163","big_east",1,3,"West"
"2011_1164","meac",1,NA,NA
"2011_1165","ivy",1,NA,NA
"2011_1166","mvc",1,NA,NA
"2011_1167","ind",1,NA,NA
"2011_1168","big_west",1,NA,NA
"2011_1169","big_west",1,NA,NA
"2011_1170","big_sky",1,NA,NA
"2011_1171","ivy",1,NA,NA
"2011_1172","southern",1,NA,NA
"2011_1173","a_ten",1,NA,NA
"2011_1174","caa",1,NA,NA
"2011_1175","meac",1,NA,NA
"2011_1176","sun_belt",1,NA,NA
"2011_1177","big_east",1,NA,NA
"2011_1178","horizon",1,NA,NA
"2011_1179","mvc",1,NA,NA
"2011_1180","caa",1,NA,NA
"2011_1181","acc",1,1,"West"
"2011_1182","a_ten",1,NA,NA
"2011_1183","ovc",1,NA,NA
"2011_1184","ovc",1,NA,NA
"2011_1185","mac",1,NA,NA
"2011_1186","big_sky",1,NA,NA
"2011_1187","cusa",1,NA,NA
"2011_1188","ind",0,NA,NA
"2011_1189","southern",1,NA,NA
"2011_1190","a_sun",1,NA,NA
"2011_1191","mvc",1,NA,NA
"2011_1192","nec",1,NA,NA
"2011_1193","maac",1,NA,NA
"2011_1194","sun_belt",1,NA,NA
"2011_1195","a_sun",0,NA,NA
"2011_1196","sec",1,2,"Southeast"
"2011_1197","meac",1,NA,NA
"2011_1198","sun_belt",1,NA,NA
"2011_1199","acc",1,10,"Southwest"
"2011_1200","a_ten",1,NA,NA
"2011_1201","wac",1,NA,NA
"2011_1202","southern",1,NA,NA
"2011_1203","a_ten",1,NA,NA
"2011_1204","southern",1,NA,NA
"2011_1205","big_south",1,NA,NA
"2011_1206","caa",1,8,"East"
"2011_1207","big_east",1,6,"Southwest"
"2011_1208","sec",1,10,"East"
"2011_1209","caa",1,NA,NA
"2011_1210","acc",1,NA,NA
"2011_1211","wcc",1,11,"Southeast"
"2011_1212","swac",1,NA,NA
"2011_1214","meac",1,16,"West"
"2011_1216","aec",1,NA,NA
"2011_1217","ivy",1,NA,NA
"2011_1218","wac",1,NA,NA
"2011_1219","big_south",1,NA,NA
"2011_1220","caa",1,NA,NA
"2011_1221","patriot",1,NA,NA
"2011_1222","cusa",1,NA,NA
"2011_1223","gwc",0,NA,NA
"2011_1224","meac",1,NA,NA
"2011_1225","wac",1,NA,NA
"2011_1226","big_sky",1,NA,NA
"2011_1227","horizon",1,NA,NA
"2011_1228","big_ten",1,9,"Southwest"
"2011_1229","mvc",1,NA,NA
"2011_1231","big_ten",1,NA,NA
"2011_1232","mvc",1,14,"East"
"2011_1233","maac",1,NA,NA
"2011_1234","big_ten",1,NA,NA
"2011_1235","big_twelve",1,NA,NA
"2011_1236","summit",1,NA,NA
"2011_1237","summit",1,NA,NA
"2011_1238","swac",1,NA,NA
"2011_1239","a_sun",1,NA,NA
"2011_1240","ovc",1,NA,NA
"2011_1241","caa",1,NA,NA
"2011_1242","big_twelve",1,1,"Southwest"
"2011_1243","big_twelve",1,5,"Southeast"
"2011_1244","a_sun",1,NA,NA
"2011_1245","mac",1,NA,NA
"2011_1246","sec",1,4,"East"
"2011_1247","a_ten",1,NA,NA
"2011_1248","patriot",1,NA,NA
"2011_1249","southland",1,NA,NA
"2011_1250","patriot",1,NA,NA
"2011_1251","big_south",1,NA,NA
"2011_1252","a_sun",1,NA,NA
"2011_1253","big_west",1,NA,NA
"2011_1254","nec",1,15,"East"
"2011_1255","ind",1,NA,NA
"2011_1256","wac",1,NA,NA
"2011_1257","big_east",1,4,"Southwest"
"2011_1258","wcc",1,NA,NA
"2011_1259","maac",1,NA,NA
"2011_1260","horizon",1,NA,NA
"2011_1261","sec",1,NA,NA
"2011_1263","aec",1,NA,NA
"2011_1264","maac",1,NA,NA
"2011_1265","maac",1,NA,NA
"2011_1266","big_east",1,11,"East"
"2011_1267","cusa",1,NA,NA
"2011_1268","acc",1,NA,NA
"2011_1269","a_ten",1,NA,NA
"2011_1270","southland",1,NA,NA
"2011_1271","meac",1,NA,NA
"2011_1272","cusa",1,12,"West"
"2011_1273","a_sun",1,NA,NA
"2011_1274","acc",1,NA,NA
"2011_1275","mac",1,NA,NA
"2011_1276","big_ten",1,8,"West"
"2011_1277","big_ten",1,10,"Southeast"
"2011_1278","big_ten",1,NA,NA
"2011_1279","sec",1,NA,NA
"2011_1280","sec",1,NA,NA
"2011_1281","big_twelve",1,11,"West"
"2011_1282","summit",1,NA,NA
"2011_1283","mvc",1,NA,NA
"2011_1284","nec",1,NA,NA
"2011_1285","big_sky",1,NA,NA
"2011_1286","big_sky",1,NA,NA
"2011_1287","ovc",1,13,"Southwest"
"2011_1288","meac",1,NA,NA
"2011_1290","swac",1,NA,NA
"2011_1291","nec",1,NA,NA
"2011_1292","sun_belt",1,NA,NA
"2011_1293","ovc",1,NA,NA
"2011_1294","big_sky",1,15,"West"
"2011_1295","summit",1,NA,NA
"2011_1296","mac",1,NA,NA
"2011_1298","patriot",1,NA,NA
"2011_1299","meac",1,NA,NA
"2011_1300","ind",0,NA,NA
"2011_1301","acc",1,NA,NA
"2011_1304","big_twelve",1,NA,NA
"2011_1305","wac",1,NA,NA
"2011_1306","aec",1,NA,NA
"2011_1307","mwc",1,NA,NA
"2011_1308","wac",1,NA,NA
"2011_1310","maac",1,NA,NA
"2011_1311","southland",1,NA,NA
"2011_1312","gwc",1,NA,NA
"2011_1313","meac",1,NA,NA
"2011_1314","acc",1,2,"East"
"2011_1315","gwc",0,NA,NA
"2011_1316","a_sun",1,NA,NA
"2011_1317","sun_belt",1,NA,NA
"2011_1318","caa",1,NA,NA
"2011_1319","big_sky",1,NA,NA
"2011_1320","mvc",1,NA,NA
